UF DO HOSPITAL;LOCAL_DE_INTERNAÇÃO;ANO_MÊS;CPF_DO_PACIENTE;TIPO_DE_INTERNAÇÃO;QTD_DE_DIAS;VALOR_PAGO
DISTRITO FEDERAL;HOSPITAL X13;06/2021;123456916875;PARTO CESARIANA;3;8427,61
DISTRITO FEDERAL;HOSPITAL X13;06/2021;123456916878;PARTO CESARIANA;2;9795,19
DISTRITO FEDERAL;HOSPITAL X13;06/2021;123456916881;PARTO CESARIANA;4;8892,94
DISTRITO FEDERAL;HOSPITAL X13;06/2021;123456916884;PARTO CESARIANA;2;8569,00
DISTRITO FEDERAL;HOSPITAL X13;06/2021;123456916887;PARTO NORMAL;1;8687,49
DISTRITO FEDERAL;HOSPITAL X13;06/2021;123456916890;PARTO CESARIANA;2;9063,80
DISTRITO FEDERAL;HOSPITAL X13;06/2021;123456916893;PARTO CESARIANA;2;8676,94
DISTRITO FEDERAL;HOSPITAL X13;06/2021;123456916896;PARTO CESARIANA;2;8973,77
DISTRITO FEDERAL;HOSPITAL X13;06/2021;123456916899;PARTO NORMAL;2;10019,03
DISTRITO FEDERAL;HOSPITAL X13;06/2021;123456916902;PARTO CESARIANA;2;10363,38
DISTRITO FEDERAL;HOSPITAL X13;06/2021;123456916905;PARTO CESARIANA;2;10032,83
DISTRITO FEDERAL;HOSPITAL X13;06/2021;123456916908;PARTO NORMAL;1;8842,68
DISTRITO FEDERAL;HOSPITAL X13;06/2021;123456916911;PARTO CESARIANA;2;9258,20
DISTRITO FEDERAL;HOSPITAL X13;06/2021;123456916914;PARTO CESARIANA;1;16066,82
DISTRITO FEDERAL;HOSPITAL X13;06/2021;123456916917;PARTO CESARIANA;2;8580,70
DISTRITO FEDERAL;HOSPITAL X13;06/2021;123456916920;PARTO NORMAL;1;9512,19
DISTRITO FEDERAL;HOSPITAL X13;06/2021;123456916923;PARTO CESARIANA;2;9818,59
DISTRITO FEDERAL;HOSPITAL X13;06/2021;123456916926;PARTO CESARIANA;5;2106,44
DISTRITO FEDERAL;HOSPITAL X13;06/2021;123456916929;PARTO NORMAL;1;9753,62
DISTRITO FEDERAL;HOSPITAL X13;06/2021;123456916932;PARTO CESARIANA;3;9455,06
DISTRITO FEDERAL;HOSPITAL X13;06/2021;123456916935;PARTO CESARIANA;3;8533,94
DISTRITO FEDERAL;HOSPITAL X13;06/2021;123456916938;PARTO NORMAL;1;8249,65
DISTRITO FEDERAL;HOSPITAL X13;06/2021;123456916941;PARTO CESARIANA;3;7856,25
DISTRITO FEDERAL;HOSPITAL X13;06/2021;123456916944;PARTO CESARIANA;2;9321,50
DISTRITO FEDERAL;HOSPITAL X13;06/2021;123456916947;PARTO CESARIANA;1;1591,61
DISTRITO FEDERAL;HOSPITAL X13;06/2021;123456916950;PARTO CESARIANA;2;12657,80
DISTRITO FEDERAL;HOSPITAL X13;06/2021;123456916953;PARTO CESARIANA;2;1666,61
DISTRITO FEDERAL;HOSPITAL X13;06/2021;123456916956;PARTO CESARIANA;2;8845,90
DISTRITO FEDERAL;HOSPITAL X13;06/2021;123456916959;PARTO NORMAL;4;10758,86
DISTRITO FEDERAL;HOSPITAL X13;06/2021;123456916962;PARTO CESARIANA;2;7720,38
DISTRITO FEDERAL;HOSPITAL X13;06/2021;123456916965;PARTO CESARIANA;2;9414,98
DISTRITO FEDERAL;HOSPITAL X13;06/2021;123456916968;PARTO CESARIANA;2;9002,98
DISTRITO FEDERAL;HOSPITAL X13;06/2021;123456916971;PARTO CESARIANA;2;10954,73
DISTRITO FEDERAL;HOSPITAL X13;06/2021;123456916974;PARTO CESARIANA;3;8034,98
DISTRITO FEDERAL;HOSPITAL X13;06/2021;123456916977;PARTO CESARIANA;2;8927,98
DISTRITO FEDERAL;HOSPITAL X13;06/2021;123456916980;PARTO CESARIANA;2;9016,63
DISTRITO FEDERAL;HOSPITAL X13;06/2021;123456916983;PARTO CESARIANA;2;10992,23
DISTRITO FEDERAL;HOSPITAL X13;06/2021;123456916986;PARTO CESARIANA;3;8963,44
DISTRITO FEDERAL;HOSPITAL X13;06/2021;123456916989;PARTO CESARIANA;2;9111,94
DISTRITO FEDERAL;HOSPITAL X13;06/2021;123456916992;PARTO CESARIANA;6;20909,43
DISTRITO FEDERAL;HOSPITAL X13;06/2021;123456916995;PARTO CESARIANA;3;8443,44
DISTRITO FEDERAL;HOSPITAL X13;06/2021;123456916998;PARTO NORMAL;2;9503,19
DISTRITO FEDERAL;HOSPITAL X13;06/2021;123456917001;PARTO NORMAL;3;13625,89
DISTRITO FEDERAL;HOSPITAL X13;06/2021;123456917004;PARTO CESARIANA;2;9091,63
DISTRITO FEDERAL;HOSPITAL X13;06/2021;123456917007;PARTO CESARIANA;3;7986,44
DISTRITO FEDERAL;HOSPITAL X13;06/2021;123456917010;PARTO NORMAL;1;12778,10
DISTRITO FEDERAL;HOSPITAL X13;06/2021;123456917013;PARTO CESARIANA;1;10645,32
DISTRITO FEDERAL;HOSPITAL X13;06/2021;123456917016;PARTO CESARIANA;2;7877,48
DISTRITO FEDERAL;HOSPITAL X13;06/2021;123456917019;PARTO CESARIANA;2;8975,15
DISTRITO FEDERAL;HOSPITAL X13;06/2021;123456917022;PARTO CESARIANA;4;12794,13
DISTRITO FEDERAL;HOSPITAL X13;06/2021;123456917025;PARTO CESARIANA;3;9955,95
DISTRITO FEDERAL;HOSPITAL X13;06/2021;123456917028;PARTO CESARIANA;4;7990,41
DISTRITO FEDERAL;HOSPITAL X13;06/2021;123456917031;PARTO CESARIANA;2;8865,70
DISTRITO FEDERAL;HOSPITAL X13;06/2021;123456917034;PARTO CESARIANA;2;8237,11
DISTRITO FEDERAL;HOSPITAL X13;06/2021;123456917037;PARTO CESARIANA;2;11265,05
DISTRITO FEDERAL;HOSPITAL X13;06/2021;123456917040;PARTO CESARIANA;2;8824,51
DISTRITO FEDERAL;HOSPITAL X13;06/2021;123456917043;PARTO CESARIANA;2;9958,80
DISTRITO FEDERAL;HOSPITAL X13;06/2021;123456917046;PARTO NORMAL;2;9304,05
DISTRITO FEDERAL;HOSPITAL X13;06/2021;123456917049;PARTO CESARIANA;2;8362,98
DISTRITO FEDERAL;HOSPITAL X13;06/2021;123456917052;PARTO CESARIANA;2;9207,27
DISTRITO FEDERAL;HOSPITAL X13;06/2021;123456917055;PARTO CESARIANA;2;9012,73
DISTRITO FEDERAL;HOSPITAL X13;06/2021;123456917058;PARTO NORMAL;2;11162,88
DISTRITO FEDERAL;HOSPITAL X13;06/2021;123456917061;PARTO CESARIANA;2;10978,94
DISTRITO FEDERAL;HOSPITAL X13;06/2021;123456917064;PARTO CESARIANA;2;8443,44
DISTRITO FEDERAL;HOSPITAL X13;06/2021;123456917067;PARTO CESARIANA;2;8553,11
DISTRITO FEDERAL;HOSPITAL X13;06/2021;123456917070;PARTO NORMAL;1;8661,05
DISTRITO FEDERAL;HOSPITAL X13;06/2021;123456917073;PARTO CESARIANA;2;9111,94
DISTRITO FEDERAL;HOSPITAL X13;06/2021;123456917076;PARTO CESARIANA;2;8751,94
DISTRITO FEDERAL;HOSPITAL X13;06/2021;123456917079;PARTO NORMAL;2;11480,16
DISTRITO FEDERAL;HOSPITAL X13;06/2021;123456917082;PARTO CESARIANA;2;8237,11
DISTRITO FEDERAL;HOSPITAL X13;06/2021;123456917085;PARTO CESARIANA;2;8629,36
DISTRITO FEDERAL;HOSPITAL X13;06/2021;123456917088;PARTO CESARIANA;2;9349,33
DISTRITO FEDERAL;HOSPITAL X13;06/2021;123456917091;PARTO CESARIANA;2;9039,58
DISTRITO FEDERAL;HOSPITAL X13;06/2021;123456917094;PARTO CESARIANA;2;9002,98
DISTRITO FEDERAL;HOSPITAL X13;06/2021;123456917097;PARTO CESARIANA;3;1591,61
DISTRITO FEDERAL;HOSPITAL X13;06/2021;123456917100;PARTO CESARIANA;1;9073,57
DISTRITO FEDERAL;HOSPITAL X13;06/2021;123456917103;PARTO CESARIANA;2;10912,61
DISTRITO FEDERAL;HOSPITAL X13;06/2021;123456917106;PARTO CESARIANA;2;9050,23
DISTRITO FEDERAL;HOSPITAL X13;06/2021;123456917109;PARTO NORMAL;2;9817,95
DISTRITO FEDERAL;HOSPITAL X13;06/2021;123456917112;PARTO NORMAL;3;12271,61
DISTRITO FEDERAL;HOSPITAL X13;06/2021;123456917115;PARTO CESARIANA;2;9077,98
DISTRITO FEDERAL;HOSPITAL X13;06/2021;123456917118;PARTO CESARIANA;2;10630,42
DISTRITO FEDERAL;HOSPITAL X13;06/2021;123456917121;PARTO CESARIANA;2;6630,41
DISTRITO FEDERAL;HOSPITAL X13;06/2021;123456917124;PARTO NORMAL;1;12954,54
RIO GRANDE DO SUL;HOSPITAL X130;06/2021;123456917127;PARTO CESARIANA;2;6599,46
AMAZONAS;HOSPITAL X131;06/2021;123456917130;PARTO CESARIANA;2;8763,65
AMAZONAS;HOSPITAL X131;06/2021;123456917133;PARTO CESARIANA;2;8433,67
AMAZONAS;HOSPITAL X131;06/2021;123456917136;PARTO CESARIANA;3;10441,58
AMAZONAS;HOSPITAL X131;06/2021;123456917139;PARTO CESARIANA;2;8947,04
PARAIBA;HOSPITAL X132;06/2021;123456917142;PARTO CESARIANA;3;16541,72
PARAIBA;HOSPITAL X132;06/2021;123456917145;PARTO CESARIANA;2;8642,15
PARAIBA;HOSPITAL X132;06/2021;123456917148;PARTO NORMAL;1;6504,18
PARAIBA;HOSPITAL X132;06/2021;123456917151;PARTO CESARIANA;2;8040,52
PARAIBA;HOSPITAL X132;06/2021;123456917154;PARTO CESARIANA;1;10755,50
PARAIBA;HOSPITAL X132;06/2021;123456917157;PARTO NORMAL;2;22467,28
PARAIBA;HOSPITAL X132;06/2021;123456917160;PARTO NORMAL;1;12696,28
PARAIBA;HOSPITAL X132;06/2021;123456917163;PARTO CESARIANA;3;11345,34
PARAIBA;HOSPITAL X132;06/2021;123456917166;PARTO CESARIANA;2;9689,57
SAO PAULO;HOSPITAL X133;06/2021;123456917169;PARTO CESARIANA;2;6335,99
SAO PAULO;HOSPITAL X133;06/2021;123456917172;PARTO CESARIANA;2;6721,21
SAO PAULO;HOSPITAL X133;06/2021;123456917175;PARTO CESARIANA;3;9551,23
SAO PAULO;HOSPITAL X133;06/2021;123456917178;PARTO CESARIANA;4;5989,99
SAO PAULO;HOSPITAL X133;06/2021;123456917181;PARTO CESARIANA;3;6399,74
SAO PAULO;HOSPITAL X133;06/2021;123456917184;PARTO NORMAL;2;5260,80
SAO PAULO;HOSPITAL X133;06/2021;123456917187;PARTO NORMAL;2;5510,05
SAO PAULO;HOSPITAL X133;06/2021;123456917190;PARTO CESARIANA;2;6667,49
SAO PAULO;HOSPITAL X133;06/2021;123456917193;PARTO NORMAL;2;4890,05
SAO PAULO;HOSPITAL X133;06/2021;123456917196;PARTO CESARIANA;2;6509,99
GOIAS;HOSPITAL X136;06/2021;123456917199;PARTO CESARIANA;2;5118,29
RIO DE JANEIRO;HOSPITAL X139;06/2021;123456917202;PARTO CESARIANA;1;7477,21
RIO DE JANEIRO;HOSPITAL X139;06/2021;123456917205;PARTO CESARIANA;1;5489,77
RIO DE JANEIRO;HOSPITAL X139;06/2021;123456917208;PARTO CESARIANA;2;4506,98
RIO DE JANEIRO;HOSPITAL X139;06/2021;123456917211;PARTO CESARIANA;2;7262,22
SAO PAULO;HOSPITAL X14;06/2021;123456917214;PARTO CESARIANA;2;4487,04
SAO PAULO;HOSPITAL X14;06/2021;123456917217;PARTO NORMAL;2;4187,00
SAO PAULO;HOSPITAL X14;06/2021;123456917220;PARTO CESARIANA;2;4229,40
SAO PAULO;HOSPITAL X14;06/2021;123456917223;PARTO CESARIANA;2;4473,00
SAO PAULO;HOSPITAL X14;06/2021;123456917226;PARTO CESARIANA;2;4207,80
SAO PAULO;HOSPITAL X14;06/2021;123456917229;PARTO CESARIANA;2;4446,54
SAO PAULO;HOSPITAL X14;06/2021;123456917232;PARTO CESARIANA;2;5584,00
SAO PAULO;HOSPITAL X14;06/2021;123456917235;PARTO CESARIANA;3;3626,50
SAO PAULO;HOSPITAL X14;06/2021;123456917238;PARTO NORMAL;1;4491,50
SAO PAULO;HOSPITAL X14;06/2021;123456917241;PARTO CESARIANA;2;4207,80
SAO PAULO;HOSPITAL X14;06/2021;123456917244;PARTO CESARIANA;2;3667,00
SAO PAULO;HOSPITAL X14;06/2021;123456917247;PARTO NORMAL;2;4765,58
SAO PAULO;HOSPITAL X14;06/2021;123456917250;PARTO CESARIANA;2;5007,80
SAO PAULO;HOSPITAL X14;06/2021;123456917253;PARTO CESARIANA;2;4518,54
SAO PAULO;HOSPITAL X14;06/2021;123456917256;PARTO NORMAL;2;3797,00
SAO PAULO;HOSPITAL X14;06/2021;123456917259;PARTO CESARIANA;3;4231,50
SAO PAULO;HOSPITAL X14;06/2021;123456917262;PARTO NORMAL;2;4460,00
SAO PAULO;HOSPITAL X14;06/2021;123456917265;PARTO NORMAL;3;3896,62
SAO PAULO;HOSPITAL X141;06/2021;123456917268;PARTO CESARIANA;3;48391,58
SAO PAULO;HOSPITAL X141;06/2021;123456917271;PARTO CESARIANA;2;9082,43
RIO DE JANEIRO;HOSPITAL X142;06/2021;123456917274;PARTO CESARIANA;2;5427,15
RIO DE JANEIRO;HOSPITAL X142;06/2021;123456917277;PARTO CESARIANA;1;11379,14
RIO DE JANEIRO;HOSPITAL X142;06/2021;123456917280;PARTO CESARIANA;4;11006,20
RIO DE JANEIRO;HOSPITAL X142;06/2021;123456917283;PARTO CESARIANA;1;7158,74
RIO DE JANEIRO;HOSPITAL X142;06/2021;123456917286;PARTO CESARIANA;1;6115,97
RIO GRANDE DO SUL;HOSPITAL X143;06/2021;123456917289;PARTO CESARIANA;32;33143,12
RIO GRANDE DO SUL;HOSPITAL X143;06/2021;123456917292;PARTO NORMAL;1;3874,12
RIO GRANDE DO SUL;HOSPITAL X143;06/2021;123456917295;PARTO CESARIANA;2;10471,42
SAO PAULO;HOSPITAL X145;06/2021;123456917298;PARTO NORMAL;3;2454,81
SAO PAULO;HOSPITAL X148;06/2021;123456917301;PARTO NORMAL;2;5565,04
SAO PAULO;HOSPITAL X148;06/2021;123456917304;PARTO CESARIANA;2;7385,06
SAO PAULO;HOSPITAL X148;06/2021;123456917307;PARTO CESARIANA;2;6006,06
SAO PAULO;HOSPITAL X148;06/2021;123456917310;PARTO CESARIANA;2;21930,85
SAO PAULO;HOSPITAL X148;06/2021;123456917313;PARTO CESARIANA;2;6006,06
SAO PAULO;HOSPITAL X148;06/2021;123456917316;PARTO CESARIANA;2;6006,06
MARANHAO;HOSPITAL X15;06/2021;123456917319;PARTO CESARIANA;2;4543,57
MARANHAO;HOSPITAL X15;06/2021;123456917322;PARTO CESARIANA;2;4481,82
MARANHAO;HOSPITAL X15;06/2021;123456917325;PARTO CESARIANA;2;5790,43
SANTA CATARINA;HOSPITAL X150;06/2021;123456917328;PARTO NORMAL;2;6355,24
SANTA CATARINA;HOSPITAL X150;06/2021;123456917331;PARTO CESARIANA;3;10490,35
SANTA CATARINA;HOSPITAL X150;06/2021;123456917334;PARTO NORMAL;2;5115,47
SANTA CATARINA;HOSPITAL X150;06/2021;123456917337;PARTO CESARIANA;2;7276,86
RIO DE JANEIRO;HOSPITAL X151;06/2021;123456917340;PARTO CESARIANA;2;6309,78
RIO DE JANEIRO;HOSPITAL X151;06/2021;123456917343;PARTO CESARIANA;2;6207,78
RIO DE JANEIRO;HOSPITAL X151;06/2021;123456917346;PARTO CESARIANA;2;3417,79
RIO DE JANEIRO;HOSPITAL X151;06/2021;123456917349;PARTO CESARIANA;2;6221,38
MATO GROSSO DO SUL;HOSPITAL X152;06/2021;123456917352;PARTO CESARIANA;2;7727,97
MATO GROSSO DO SUL;HOSPITAL X152;06/2021;123456917355;PARTO CESARIANA;2;5024,73
MATO GROSSO DO SUL;HOSPITAL X152;06/2021;123456917358;PARTO NORMAL;2;9348,00
BAHIA;HOSPITAL X154;06/2021;123456917361;PARTO CESARIANA;2;10452,49
BAHIA;HOSPITAL X154;06/2021;123456917364;PARTO CESARIANA;2;9375,72
BAHIA;HOSPITAL X155;06/2021;123456917367;PARTO CESARIANA;2;12912,42
BAHIA;HOSPITAL X155;06/2021;123456917370;PARTO CESARIANA;2;12612,83
BAHIA;HOSPITAL X155;06/2021;123456917373;PARTO CESARIANA;2;14759,30
BAHIA;HOSPITAL X155;06/2021;123456917376;PARTO CESARIANA;2;10790,90
MINAS GERAIS;HOSPITAL X156;06/2021;123456917379;PARTO CESARIANA;2;6084,30
MINAS GERAIS;HOSPITAL X156;06/2021;123456917382;PARTO CESARIANA;2;6752,19
MINAS GERAIS;HOSPITAL X156;06/2021;123456917385;PARTO CESARIANA;2;6037,99
MINAS GERAIS;HOSPITAL X156;06/2021;123456917388;PARTO CESARIANA;2;4828,58
MINAS GERAIS;HOSPITAL X156;06/2021;123456917391;PARTO CESARIANA;2;4519,00
SAO PAULO;HOSPITAL X157;06/2021;123456917394;PARTO CESARIANA;3;7173,59
SAO PAULO;HOSPITAL X157;06/2021;123456917397;PARTO CESARIANA;2;6719,99
SAO PAULO;HOSPITAL X157;06/2021;123456917400;PARTO CESARIANA;2;6691,53
SAO PAULO;HOSPITAL X159;06/2021;123456917403;PARTO NORMAL;2;2638,54
MARANHAO;HOSPITAL X16;06/2021;123456917406;PARTO NORMAL;2;4192,16
MARANHAO;HOSPITAL X16;06/2021;123456917409;PARTO CESARIANA;2;11668,26
MARANHAO;HOSPITAL X16;06/2021;123456917412;PARTO CESARIANA;2;12654,08
MARANHAO;HOSPITAL X16;06/2021;123456917415;PARTO CESARIANA;2;10634,19
MARANHAO;HOSPITAL X16;06/2021;123456917418;PARTO CESARIANA;2;12089,05
MARANHAO;HOSPITAL X16;06/2021;123456917421;PARTO CESARIANA;2;11954,02
MARANHAO;HOSPITAL X16;06/2021;123456917424;PARTO CESARIANA;2;12246,71
MARANHAO;HOSPITAL X16;06/2021;123456917427;PARTO CESARIANA;3;11483,08
MARANHAO;HOSPITAL X16;06/2021;123456917430;PARTO CESARIANA;3;8765,07
MARANHAO;HOSPITAL X16;06/2021;123456917433;PARTO CESARIANA;2;11964,22
MARANHAO;HOSPITAL X16;06/2021;123456917436;PARTO CESARIANA;2;8758,39
MARANHAO;HOSPITAL X16;06/2021;123456917439;PARTO CESARIANA;2;12024,36
MARANHAO;HOSPITAL X16;06/2021;123456917442;PARTO NORMAL;2;9162,95
MARANHAO;HOSPITAL X16;06/2021;123456917445;PARTO CESARIANA;2;9807,99
CEARA;HOSPITAL X160;06/2021;123456917448;PARTO NORMAL;2;1058,91
CEARA;HOSPITAL X160;06/2021;123456917451;PARTO CESARIANA;0;7661,43
CEARA;HOSPITAL X160;06/2021;123456917454;PARTO CESARIANA;1;5414,31
CEARA;HOSPITAL X160;06/2021;123456917457;PARTO CESARIANA;0;7623,44
CEARA;HOSPITAL X160;06/2021;123456917460;PARTO CESARIANA;0;8262,79
CEARA;HOSPITAL X160;06/2021;123456917463;PARTO CESARIANA;0;7846,93
CEARA;HOSPITAL X160;06/2021;123456917466;PARTO CESARIANA;2;7339,79
CEARA;HOSPITAL X160;06/2021;123456917469;PARTO CESARIANA;1;7561,61
MINAS GERAIS;HOSPITAL X168;06/2021;123456917472;PARTO CESARIANA;1;3449,21
SAO PAULO;HOSPITAL X169;06/2021;123456917475;PARTO CESARIANA;2;15991,48
SAO PAULO;HOSPITAL X17;06/2021;123456917478;PARTO CESARIANA;2;6171,31
SAO PAULO;HOSPITAL X17;06/2021;123456917481;PARTO NORMAL;2;8336,39
SAO PAULO;HOSPITAL X17;06/2021;123456917484;PARTO NORMAL;3;8442,14
SAO PAULO;HOSPITAL X17;06/2021;123456917487;PARTO CESARIANA;2;6419,12
SAO PAULO;HOSPITAL X17;06/2021;123456917490;PARTO CESARIANA;2;6171,31
SAO PAULO;HOSPITAL X17;06/2021;123456917493;PARTO CESARIANA;2;6316,46
SAO PAULO;HOSPITAL X17;06/2021;123456917496;PARTO CESARIANA;2;7615,76
SAO PAULO;HOSPITAL X17;06/2021;123456917499;PARTO CESARIANA;2;6171,31
SAO PAULO;HOSPITAL X17;06/2021;123456917502;PARTO CESARIANA;2;5813,18
SAO PAULO;HOSPITAL X17;06/2021;123456917505;PARTO CESARIANA;2;7470,61
SAO PAULO;HOSPITAL X17;06/2021;123456917508;PARTO CESARIANA;2;6171,31
SAO PAULO;HOSPITAL X17;06/2021;123456917511;PARTO CESARIANA;1;8224,61
SAO PAULO;HOSPITAL X17;06/2021;123456917514;PARTO CESARIANA;2;7615,76
SAO PAULO;HOSPITAL X17;06/2021;123456917517;PARTO CESARIANA;2;6363,66
SAO PAULO;HOSPITAL X17;06/2021;123456917520;PARTO CESARIANA;2;7966,23
SAO PAULO;HOSPITAL X17;06/2021;123456917523;PARTO CESARIANA;3;6471,63
SAO PAULO;HOSPITAL X17;06/2021;123456917526;PARTO CESARIANA;2;6171,31
SAO PAULO;HOSPITAL X17;06/2021;123456917529;PARTO CESARIANA;2;6667,73
SAO PAULO;HOSPITAL X17;06/2021;123456917532;PARTO CESARIANA;2;6356,99
SAO PAULO;HOSPITAL X17;06/2021;123456917535;PARTO CESARIANA;2;7849,75
SAO PAULO;HOSPITAL X17;06/2021;123456917538;PARTO CESARIANA;2;6419,12
SAO PAULO;HOSPITAL X17;06/2021;123456917541;PARTO NORMAL;9;15375,85
SAO PAULO;HOSPITAL X17;06/2021;123456917544;PARTO CESARIANA;3;8111,38
SAO PAULO;HOSPITAL X17;06/2021;123456917547;PARTO NORMAL;2;7153,39
SAO PAULO;HOSPITAL X17;06/2021;123456917550;PARTO CESARIANA;2;6171,31
SAO PAULO;HOSPITAL X17;06/2021;123456917553;PARTO CESARIANA;2;6171,31
SAO PAULO;HOSPITAL X17;06/2021;123456917556;PARTO CESARIANA;3;6179,02
SAO PAULO;HOSPITAL X17;06/2021;123456917559;PARTO CESARIANA;2;6812,88
SAO PAULO;HOSPITAL X17;06/2021;123456917562;PARTO CESARIANA;2;6667,73
SAO PAULO;HOSPITAL X17;06/2021;123456917565;PARTO CESARIANA;3;6316,46
SAO PAULO;HOSPITAL X17;06/2021;123456917568;PARTO CESARIANA;2;6597,97
SAO PAULO;HOSPITAL X17;06/2021;123456917571;PARTO CESARIANA;3;6564,27
SAO PAULO;HOSPITAL X170;06/2021;123456917574;PARTO CESARIANA;2;6309,31
RIO DE JANEIRO;HOSPITAL X171;06/2021;123456917577;PARTO CESARIANA;2;2613,60
SAO PAULO;HOSPITAL X173;06/2021;123456917580;PARTO CESARIANA;2;5768,09
SAO PAULO;HOSPITAL X173;06/2021;123456917583;PARTO CESARIANA;2;5703,49
SAO PAULO;HOSPITAL X173;06/2021;123456917586;PARTO CESARIANA;2;5768,09
SAO PAULO;HOSPITAL X175;06/2021;123456917589;PARTO CESARIANA;1;6044,40
SAO PAULO;HOSPITAL X175;06/2021;123456917592;PARTO CESARIANA;1;8077,73
RIO GRANDE DO SUL;HOSPITAL X176;06/2021;123456917595;PARTO CESARIANA;2;10167,28
ALAGOAS;HOSPITAL X178;06/2021;123456917598;PARTO CESARIANA;2;9259,49
ALAGOAS;HOSPITAL X178;06/2021;123456917601;PARTO CESARIANA;15;113476,67
ALAGOAS;HOSPITAL X178;06/2021;123456917604;PARTO CESARIANA;2;7846,14
ALAGOAS;HOSPITAL X178;06/2021;123456917607;PARTO CESARIANA;9;144822,16
ALAGOAS;HOSPITAL X178;06/2021;123456917610;PARTO CESARIANA;2;8861,40
ALAGOAS;HOSPITAL X178;06/2021;123456917613;PARTO CESARIANA;2;9325,74
RIO DE JANEIRO;HOSPITAL X18;06/2021;123456917616;PARTO CESARIANA;2;8668,61
RIO DE JANEIRO;HOSPITAL X18;06/2021;123456917619;PARTO CESARIANA;2;10290,89
RIO DE JANEIRO;HOSPITAL X18;06/2021;123456917622;PARTO CESARIANA;2;9551,21
RIO DE JANEIRO;HOSPITAL X18;06/2021;123456917625;PARTO NORMAL;2;4622,93
RIO DE JANEIRO;HOSPITAL X18;06/2021;123456917628;PARTO CESARIANA;2;5325,61
RIO DE JANEIRO;HOSPITAL X18;06/2021;123456917631;PARTO CESARIANA;2;8894,21
RIO DE JANEIRO;HOSPITAL X18;06/2021;123456917634;PARTO CESARIANA;2;9667,42
RIO DE JANEIRO;HOSPITAL X18;06/2021;123456917637;PARTO CESARIANA;2;7049,73
RIO DE JANEIRO;HOSPITAL X18;06/2021;123456917640;PARTO CESARIANA;3;10950,67
RIO DE JANEIRO;HOSPITAL X18;06/2021;123456917643;PARTO NORMAL;4;15564,72
RIO DE JANEIRO;HOSPITAL X18;06/2021;123456917646;PARTO CESARIANA;2;6037,07
RIO DE JANEIRO;HOSPITAL X18;06/2021;123456917649;PARTO CESARIANA;2;10513,03
RIO DE JANEIRO;HOSPITAL X18;06/2021;123456917652;PARTO NORMAL;3;14269,83
RIO DE JANEIRO;HOSPITAL X18;06/2021;123456917655;PARTO NORMAL;2;4622,93
RIO DE JANEIRO;HOSPITAL X18;06/2021;123456917658;PARTO CESARIANA;2;6871,98
RIO DE JANEIRO;HOSPITAL X18;06/2021;123456917661;PARTO CESARIANA;2;9512,30
RIO DE JANEIRO;HOSPITAL X18;06/2021;123456917664;PARTO CESARIANA;2;9104,19
RIO DE JANEIRO;HOSPITAL X18;06/2021;123456917667;PARTO CESARIANA;1;6142,46
RIO DE JANEIRO;HOSPITAL X18;06/2021;123456917670;PARTO CESARIANA;2;8668,53
RIO DE JANEIRO;HOSPITAL X18;06/2021;123456917673;PARTO CESARIANA;2;8668,61
RIO DE JANEIRO;HOSPITAL X18;06/2021;123456917676;PARTO CESARIANA;2;11128,28
RIO DE JANEIRO;HOSPITAL X18;06/2021;123456917679;PARTO CESARIANA;2;11249,91
RIO DE JANEIRO;HOSPITAL X18;06/2021;123456917682;PARTO CESARIANA;3;9957,71
RIO DE JANEIRO;HOSPITAL X18;06/2021;123456917685;PARTO CESARIANA;2;9605,28
RIO DE JANEIRO;HOSPITAL X18;06/2021;123456917688;PARTO CESARIANA;3;8043,14
RIO DE JANEIRO;HOSPITAL X18;06/2021;123456917691;PARTO CESARIANA;2;7314,07
RIO DE JANEIRO;HOSPITAL X18;06/2021;123456917694;PARTO CESARIANA;2;7306,91
RIO DE JANEIRO;HOSPITAL X18;06/2021;123456917697;PARTO CESARIANA;4;6444,95
RIO DE JANEIRO;HOSPITAL X18;06/2021;123456917700;PARTO NORMAL;2;14272,11
RIO DE JANEIRO;HOSPITAL X18;06/2021;123456917703;PARTO CESARIANA;3;8754,34
RIO DE JANEIRO;HOSPITAL X18;06/2021;123456917706;PARTO NORMAL;2;9758,00
RIO DE JANEIRO;HOSPITAL X18;06/2021;123456917709;PARTO CESARIANA;2;6246,84
RIO DE JANEIRO;HOSPITAL X18;06/2021;123456917712;PARTO CESARIANA;2;8646,05
RIO DE JANEIRO;HOSPITAL X18;06/2021;123456917715;PARTO NORMAL;2;12569,93
RIO DE JANEIRO;HOSPITAL X18;06/2021;123456917718;PARTO CESARIANA;2;11450,39
RIO DE JANEIRO;HOSPITAL X18;06/2021;123456917721;PARTO CESARIANA;2;7090,46
RIO DE JANEIRO;HOSPITAL X18;06/2021;123456917724;PARTO CESARIANA;2;3329,58
RIO DE JANEIRO;HOSPITAL X18;06/2021;123456917727;PARTO NORMAL;3;12122,93
RIO DE JANEIRO;HOSPITAL X18;06/2021;123456917730;PARTO CESARIANA;2;8480,09
RIO DE JANEIRO;HOSPITAL X18;06/2021;123456917733;PARTO CESARIANA;3;7196,18
RIO DE JANEIRO;HOSPITAL X18;06/2021;123456917736;PARTO CESARIANA;2;8485,90
RIO DE JANEIRO;HOSPITAL X18;06/2021;123456917739;PARTO CESARIANA;3;8790,35
